scenario,model_selection,ground_truth_selection,A_attr1,A_attr2,A_attr3,A_attr4,A_attr5,B_attr1,B_attr2,B_attr3,B_attr4,B_attr5
salmon,A,B,8.0,3.0,3.0,13.0,81.0,7.0,11.0,5.0,7.0,47.0
salmon,A,A,4.0,6.0,8.0,8.0,71.0,6.0,2.0,6.0,14.0,65.0
salmon,A,A,9.0,8.0,10.0,4.0,43.0,3.0,10.0,4.0,12.0,66.0
salmon,A,B,1.0,8.0,4.0,7.0,65.0,7.0,4.0,7.0,5.0,6.0
salmon,A,A,9.0,11.0,10.0,16.0,74.0,6.0,7.0,6.0,15.0,97.0
salmon,A,B,5.0,4.0,6.0,9.0,81.0,9.0,8.0,2.0,10.0,13.0
magnetic_calendar,A,B,368.0,8.0,18.0,9.0,16.0,566.0,9.0,14.0,1.0,68.0
magnetic_calendar,A,A,300.0,5.0,12.0,5.0,14.0,425.0,6.0,13.0,15.0,50.0
magnetic_calendar,A,A,181.0,3.0,16.0,13.0,63.0,473.0,4.0,20.0,12.0,25.0
magnetic_calendar,A,B,163.0,7.0,22.0,19.0,82.0,511.0,6.0,9.0,6.0,86.0
magnetic_calendar,A,B,237.0,5.0,16.0,0.0,11.0,200.0,8.0,20.0,2.0,16.0
magnetic_calendar,A,A,593.0,2.0,21.0,12.0,87.0,468.0,2.0,20.0,14.0,4.0
magnetic_calendar,A,A,571.0,4.0,14.0,10.0,56.0,385.0,2.0,22.0,10.0,10.0
magnetic_calendar,A,B,351.0,3.0,13.0,14.0,75.0,181.0,4.0,24.0,13.0,19.0
magnetic_calendar,A,B,405.0,3.0,6.0,13.0,11.0,170.0,7.0,24.0,1.0,75.0
magnetic_calendar,A,A,171.0,2.0,4.0,0.0,73.0,554.0,1.0,7.0,1.0,41.0
magnetic_calendar,A,B,261.0,3.0,21.0,2.0,63.0,172.0,7.0,7.0,4.0,99.0
magnetic_calendar,A,B,233.0,5.0,18.0,20.0,55.0,158.0,7.0,18.0,12.0,38.0
magnetic_calendar,A,A,510.0,2.0,15.0,11.0,92.0,490.0,3.0,12.0,12.0,38.0
magnetic_calendar,A,B,131.0,10.0,14.0,3.0,15.0,108.0,9.0,7.0,11.0,94.0
magnetic_calendar,A,B,484.0,6.0,10.0,13.0,81.0,203.0,3.0,13.0,12.0,89.0
magnetic_calendar,A,B,396.0,3.0,19.0,3.0,11.0,105.0,6.0,16.0,9.0,55.0
magnetic_calendar,A,A,194.0,3.0,16.0,8.0,50.0,557.0,5.0,20.0,1.0,49.0
magnetic_calendar,A,A,127.0,3.0,8.0,8.0,16.0,567.0,4.0,10.0,1.0,37.0
magnetic_calendar,A,B,492.0,6.0,23.0,12.0,64.0,314.0,9.0,13.0,3.0,22.0
magnetic_calendar,A,B,499.0,2.0,8.0,13.0,68.0,333.0,7.0,13.0,12.0,4.0
magnetic_calendar,A,A,306.0,10.0,16.0,7.0,62.0,588.0,5.0,13.0,16.0,85.0
magnetic_calendar,A,A,213.0,7.0,10.0,7.0,80.0,281.0,9.0,14.0,17.0,13.0
magnetic_calendar,A,B,302.0,1.0,22.0,18.0,49.0,332.0,10.0,12.0,6.0,14.0
magnetic_calendar,A,A,559.0,8.0,15.0,15.0,84.0,434.0,2.0,18.0,17.0,48.0
magnetic_calendar,A,A,314.0,7.0,8.0,5.0,68.0,597.0,2.0,18.0,10.0,4.0
magnetic_calendar,A,A,181.0,4.0,19.0,3.0,37.0,410.0,8.0,25.0,17.0,19.0
magnetic_calendar,A,B,380.0,6.0,16.0,12.0,38.0,219.0,7.0,22.0,14.0,66.0
magnetic_calendar,A,B,579.0,3.0,16.0,17.0,65.0,101.0,6.0,21.0,4.0,39.0
magnetic_calendar,A,B,591.0,5.0,15.0,12.0,85.0,328.0,9.0,19.0,8.0,62.0
magnetic_calendar,A,B,250.0,1.0,14.0,1.0,30.0,522.0,10.0,8.0,3.0,35.0
magnetic_calendar,A,B,325.0,2.0,21.0,3.0,54.0,236.0,7.0,6.0,10.0,85.0
magnetic_calendar,A,B,108.0,3.0,6.0,17.0,67.0,221.0,9.0,8.0,10.0,73.0
magnetic_calendar,A,A,401.0,2.0,5.0,4.0,95.0,549.0,4.0,5.0,13.0,20.0
magnetic_calendar,A,B,546.0,9.0,20.0,16.0,78.0,516.0,4.0,19.0,0.0,69.0
magnetic_calendar,A,B,322.0,10.0,20.0,9.0,71.0,393.0,7.0,4.0,4.0,26.0
magnetic_calendar,A,B,452.0,9.0,17.0,15.0,64.0,173.0,3.0,16.0,15.0,42.0
magnetic_calendar,A,A,447.0,4.0,11.0,3.0,41.0,390.0,2.0,24.0,0.0,73.0
magnetic_calendar,A,A,273.0,9.0,10.0,1.0,69.0,289.0,8.0,18.0,9.0,66.0
magnetic_calendar,A,B,441.0,4.0,8.0,13.0,57.0,124.0,2.0,13.0,2.0,52.0
magnetic_calendar,A,B,298.0,4.0,20.0,15.0,7.0,398.0,10.0,17.0,20.0,23.0
magnetic_calendar,A,A,210.0,4.0,9.0,3.0,25.0,351.0,8.0,20.0,1.0,77.0
magnetic_calendar,A,B,419.0,3.0,4.0,17.0,13.0,227.0,4.0,21.0,19.0,92.0
magnetic_calendar,A,B,525.0,9.0,14.0,1.0,23.0,170.0,2.0,7.0,6.0,5.0
magnetic_calendar,A,B,248.0,9.0,9.0,10.0,85.0,108.0,8.0,15.0,1.0,89.0
magnetic_calendar,A,B,498.0,2.0,24.0,12.0,64.0,206.0,1.0,19.0,14.0,18.0
magnetic_calendar,A,A,117.0,6.0,10.0,7.0,87.0,383.0,2.0,19.0,14.0,57.0
magnetic_calendar,A,B,577.0,5.0,18.0,1.0,30.0,250.0,5.0,15.0,2.0,69.0
magnetic_calendar,A,A,127.0,3.0,16.0,0.0,33.0,505.0,8.0,12.0,3.0,75.0
magnetic_calendar,A,B,535.0,2.0,13.0,11.0,69.0,201.0,8.0,17.0,16.0,95.0
magnetic_calendar,A,A,442.0,7.0,10.0,5.0,37.0,505.0,6.0,10.0,18.0,52.0
ham,A,B,88.0,31.0,6.0,62.0,25.0,47.0,32.0,4.0,65.0,17.0
ham,A,A,38.0,20.0,6.0,58.0,17.0,60.0,23.0,7.0,55.0,19.0
ham,A,B,76.0,36.0,4.0,65.0,19.0,7.0,4.0,3.0,72.0,17.0
ham,A,B,31.0,27.0,6.0,68.0,18.0,35.0,1.0,7.0,63.0,18.0
ham,A,A,24.0,24.0,3.0,62.0,16.0,23.0,25.0,4.0,57.0,24.0
ham,A,A,12.0,20.0,4.0,56.0,18.0,44.0,33.0,4.0,63.0,24.0
ham,A,B,60.0,21.0,3.0,71.0,24.0,27.0,41.0,4.0,65.0,15.0
ham,A,A,27.0,12.0,3.0,72.0,25.0,33.0,39.0,4.0,67.0,17.0
ham,A,B,82.0,25.0,6.0,71.0,20.0,48.0,34.0,5.0,67.0,18.0
ham,A,A,20.0,11.0,8.0,67.0,15.0,23.0,28.0,5.0,75.0,24.0
ham,A,B,13.0,39.0,8.0,70.0,25.0,39.0,30.0,6.0,71.0,22.0
ham,A,B,75.0,16.0,7.0,67.0,25.0,34.0,30.0,7.0,70.0,22.0
ham,A,A,19.0,7.0,4.0,68.0,15.0,62.0,6.0,3.0,61.0,20.0
ham,A,B,67.0,45.0,3.0,57.0,24.0,56.0,44.0,6.0,58.0,19.0
ham,A,A,25.0,22.0,4.0,72.0,24.0,23.0,48.0,8.0,63.0,24.0
ham,A,B,86.0,35.0,4.0,68.0,23.0,35.0,23.0,3.0,58.0,23.0
ham,A,B,33.0,34.0,5.0,69.0,18.0,14.0,32.0,4.0,59.0,20.0
ham,A,B,48.0,43.0,6.0,64.0,19.0,57.0,6.0,4.0,67.0,24.0
ham,A,A,57.0,10.0,8.0,71.0,17.0,38.0,2.0,7.0,59.0,23.0
ham,A,B,67.0,37.0,5.0,60.0,15.0,56.0,1.0,5.0,70.0,16.0
ham,A,B,43.0,26.0,3.0,59.0,21.0,21.0,7.0,3.0,74.0,24.0
ham,A,A,16.0,28.0,4.0,56.0,18.0,61.0,1.0,8.0,61.0,18.0
ham,A,A,86.0,7.0,3.0,64.0,18.0,33.0,28.0,8.0,63.0,15.0
ham,A,B,38.0,41.0,5.0,56.0,17.0,26.0,17.0,4.0,68.0,22.0
ham,A,B,11.0,7.0,7.0,73.0,23.0,22.0,33.0,2.0,69.0,17.0
ham,A,B,77.0,40.0,5.0,70.0,24.0,81.0,31.0,6.0,62.0,22.0
ham,A,A,19.0,22.0,3.0,57.0,22.0,42.0,10.0,8.0,61.0,20.0
ham,A,B,48.0,9.0,8.0,70.0,24.0,32.0,44.0,7.0,74.0,17.0
ham,A,A,20.0,4.0,3.0,69.0,16.0,46.0,17.0,6.0,56.0,22.0
ham,A,A,87.0,14.0,4.0,70.0,18.0,77.0,48.0,3.0,64.0,16.0
ham,A,B,53.0,19.0,8.0,70.0,25.0,74.0,40.0,4.0,68.0,16.0
ham,A,B,36.0,44.0,8.0,58.0,20.0,41.0,30.0,6.0,60.0,24.0
ham,A,B,44.0,37.0,6.0,75.0,20.0,56.0,37.0,3.0,56.0,23.0
ham,A,B,65.0,36.0,7.0,59.0,24.0,60.0,45.0,5.0,72.0,16.0
ham,A,A,21.0,27.0,6.0,63.0,16.0,81.0,3.0,7.0,60.0,22.0
ham,A,A,56.0,11.0,4.0,60.0,20.0,30.0,26.0,4.0,57.0,22.0
ham,A,A,29.0,46.0,4.0,60.0,22.0,82.0,18.0,6.0,62.0,25.0
ham,A,A,32.0,2.0,2.0,66.0,21.0,31.0,20.0,4.0,62.0,17.0
ham,A,A,52.0,32.0,2.0,73.0,18.0,46.0,10.0,6.0,63.0,21.0
ham,A,A,41.0,24.0,3.0,75.0,19.0,34.0,41.0,4.0,71.0,19.0
ham,A,A,17.0,28.0,4.0,59.0,25.0,85.0,23.0,7.0,68.0,18.0
ham,A,A,18.0,28.0,3.0,70.0,21.0,25.0,37.0,8.0,65.0,25.0
ham,A,A,44.0,1.0,5.0,62.0,24.0,50.0,46.0,3.0,63.0,15.0
ham,A,A,11.0,34.0,2.0,59.0,19.0,83.0,11.0,2.0,69.0,22.0
ham,A,B,19.0,45.0,7.0,74.0,23.0,52.0,34.0,3.0,68.0,19.0
ham,A,B,35.0,15.0,2.0,71.0,23.0,8.0,25.0,2.0,66.0,17.0
ham,A,B,87.0,15.0,5.0,60.0,24.0,8.0,15.0,3.0,70.0,19.0
ham,A,A,79.0,16.0,3.0,64.0,16.0,20.0,25.0,5.0,59.0,17.0
ham,A,B,50.0,21.0,5.0,68.0,16.0,8.0,3.0,7.0,69.0,17.0
ham,A,B,34.0,15.0,8.0,63.0,22.0,14.0,2.0,3.0,68.0,19.0
snow_blower,A,B,30.0,45.0,20.0,120.0,104.0,30.0,23.0,17.0,43.0,97.0
snow_blower,A,B,25.0,23.0,13.0,72.0,97.0,24.0,34.0,20.0,93.0,99.0
snow_blower,A,B,24.0,25.0,22.0,34.0,89.0,21.0,38.0,19.0,39.0,95.0
snow_blower,A,A,26.0,41.0,13.0,95.0,90.0,23.0,24.0,22.0,86.0,101.0
snow_blower,A,A,25.0,23.0,17.0,37.0,87.0,29.0,20.0,17.0,34.0,100.0
snow_blower,A,B,32.0,21.0,16.0,118.0,90.0,22.0,50.0,23.0,65.0,98.0
snow_blower,A,A,29.0,31.0,12.0,64.0,99.0,32.0,33.0,17.0,64.0,97.0
snow_blower,A,A,18.0,47.0,23.0,33.0,85.0,22.0,24.0,21.0,108.0,96.0
snow_blower,A,B,31.0,27.0,14.0,65.0,94.0,21.0,48.0,21.0,56.0,90.0
snow_blower,A,A,22.0,32.0,20.0,100.0,104.0,19.0,26.0,17.0,116.0,94.0
snow_blower,A,A,28.0,45.0,18.0,64.0,101.0,27.0,50.0,15.0,116.0,95.0
snow_blower,B,B,30.0,39.0,19.0,107.0,87.0,22.0,35.0,22.0,47.0,101.0
snow_blower,A,A,19.0,31.0,18.0,94.0,95.0,30.0,41.0,17.0,77.0,93.0
snow_blower,B,B,30.0,29.0,14.0,52.0,90.0,29.0,41.0,15.0,68.0,103.0
snow_blower,A,B,31.0,27.0,23.0,35.0,105.0,22.0,49.0,12.0,92.0,103.0
snow_blower,A,A,29.0,37.0,14.0,51.0,104.0,30.0,27.0,16.0,85.0,91.0
snow_blower,A,A,21.0,46.0,13.0,87.0,93.0,25.0,46.0,21.0,100.0,85.0
snow_blower,A,A,29.0,44.0,12.0,50.0,100.0,30.0,36.0,23.0,38.0,90.0
snow_blower,A,A,29.0,44.0,15.0,81.0,94.0,28.0,32.0,16.0,99.0,99.0
snow_blower,A,A,23.0,41.0,15.0,75.0,89.0,23.0,33.0,13.0,58.0,92.0
snow_blower,A,A,23.0,35.0,23.0,106.0,91.0,20.0,23.0,23.0,98.0,100.0
snow_blower,A,A,31.0,32.0,14.0,38.0,93.0,29.0,23.0,17.0,37.0,89.0
snow_blower,A,B,26.0,40.0,23.0,59.0,90.0,19.0,26.0,12.0,30.0,87.0
snow_blower,A,B,26.0,34.0,23.0,74.0,87.0,20.0,41.0,24.0,97.0,90.0
snow_blower,A,B,23.0,33.0,17.0,55.0,88.0,18.0,46.0,24.0,118.0,93.0
snow_blower,A,A,28.0,26.0,13.0,30.0,92.0,29.0,36.0,15.0,73.0,96.0
snow_blower,A,A,21.0,33.0,23.0,70.0,105.0,28.0,24.0,23.0,92.0,94.0
snow_blower,A,A,21.0,40.0,14.0,72.0,88.0,24.0,49.0,19.0,76.0,97.0
snow_blower,A,A,27.0,38.0,15.0,49.0,97.0,31.0,46.0,18.0,57.0,97.0
snow_blower,A,A,19.0,35.0,21.0,117.0,87.0,21.0,34.0,19.0,117.0,87.0
snow_blower,A,A,20.0,35.0,22.0,33.0,93.0,28.0,33.0,14.0,36.0,100.0
snow_blower,A,B,25.0,36.0,20.0,99.0,93.0,23.0,48.0,13.0,100.0,94.0
snow_blower,A,B,25.0,28.0,23.0,57.0,91.0,19.0,47.0,22.0,35.0,88.0
snow_blower,A,B,22.0,21.0,18.0,106.0,99.0,25.0,49.0,16.0,59.0,90.0
snow_blower,A,A,26.0,34.0,13.0,74.0,104.0,30.0,39.0,22.0,74.0,95.0
snow_blower,A,B,28.0,26.0,19.0,75.0,91.0,25.0,25.0,20.0,40.0,94.0
snow_blower,A,A,19.0,36.0,13.0,104.0,85.0,29.0,29.0,23.0,60.0,88.0
snow_blower,A,B,27.0,27.0,22.0,73.0,90.0,26.0,27.0,15.0,37.0,90.0
snow_blower,A,B,21.0,25.0,17.0,70.0,97.0,26.0,40.0,19.0,72.0,102.0
snow_blower,A,B,20.0,28.0,12.0,112.0,103.0,24.0,45.0,19.0,114.0,103.0
snow_blower,A,A,23.0,28.0,17.0,116.0,94.0,23.0,21.0,17.0,113.0,93.0
snow_blower,A,B,29.0,47.0,23.0,96.0,95.0,22.0,48.0,22.0,97.0,86.0
snow_blower,A,A,27.0,41.0,14.0,59.0,94.0,22.0,23.0,14.0,71.0,85.0
snow_blower,A,B,29.0,33.0,15.0,53.0,91.0,26.0,41.0,17.0,94.0,96.0
snow_blower,A,B,29.0,42.0,21.0,32.0,92.0,20.0,45.0,14.0,113.0,92.0
snow_blower,A,A,20.0,41.0,14.0,63.0,94.0,27.0,36.0,20.0,101.0,104.0
snow_blower,B,A,27.0,33.0,18.0,61.0,102.0,26.0,41.0,22.0,93.0,103.0
snow_blower,A,A,24.0,41.0,23.0,74.0,101.0,22.0,25.0,22.0,80.0,104.0
snow_blower,A,B,26.0,28.0,13.0,111.0,90.0,20.0,36.0,21.0,82.0,86.0
snow_blower,A,A,29.0,40.0,16.0,113.0,95.0,29.0,23.0,16.0,98.0,99.0
ecg_monitor,A,B,121.0,21.0,4.0,895.0,51.0,50.0,10.0,50.0,214.0,434.0
ecg_monitor,A,A,34.0,11.0,35.0,230.0,805.0,17.0,7.0,89.0,491.0,946.0
ecg_monitor,A,A,60.0,16.0,53.0,491.0,990.0,75.0,24.0,51.0,441.0,847.0
ecg_monitor,A,B,156.0,1.0,60.0,804.0,512.0,75.0,22.0,17.0,554.0,208.0
ecg_monitor,A,A,147.0,24.0,40.0,832.0,547.0,114.0,8.0,77.0,710.0,997.0
ecg_monitor,A,A,53.0,13.0,78.0,360.0,768.0,145.0,6.0,73.0,388.0,280.0
ecg_monitor,A,A,67.0,24.0,64.0,472.0,686.0,139.0,7.0,87.0,595.0,639.0
ecg_monitor,A,A,146.0,7.0,47.0,764.0,26.0,73.0,17.0,45.0,580.0,839.0
ecg_monitor,A,B,30.0,22.0,29.0,203.0,467.0,32.0,14.0,18.0,526.0,145.0
ecg_monitor,A,B,167.0,7.0,45.0,669.0,677.0,32.0,26.0,38.0,202.0,436.0
ecg_monitor,A,A,109.0,11.0,73.0,407.0,818.0,158.0,25.0,7.0,504.0,537.0
ecg_monitor,A,A,72.0,6.0,59.0,235.0,176.0,77.0,30.0,39.0,993.0,676.0
ecg_monitor,A,B,113.0,28.0,59.0,790.0,477.0,136.0,26.0,1.0,965.0,42.0
ecg_monitor,A,A,112.0,3.0,76.0,516.0,145.0,143.0,8.0,90.0,472.0,563.0
ecg_monitor,A,B,81.0,23.0,36.0,588.0,238.0,65.0,4.0,27.0,377.0,693.0
ecg_monitor,A,A,35.0,5.0,97.0,703.0,95.0,147.0,23.0,61.0,990.0,539.0
ecg_monitor,A,A,34.0,1.0,10.0,543.0,558.0,142.0,3.0,8.0,214.0,370.0
ecg_monitor,A,B,158.0,24.0,5.0,658.0,189.0,47.0,10.0,25.0,393.0,232.0
ecg_monitor,A,B,66.0,18.0,57.0,781.0,287.0,16.0,18.0,32.0,316.0,415.0
ecg_monitor,A,A,160.0,18.0,72.0,167.0,548.0,121.0,26.0,76.0,173.0,988.0
ecg_monitor,A,B,15.0,23.0,48.0,960.0,948.0,129.0,3.0,65.0,234.0,430.0
ecg_monitor,A,A,32.0,10.0,6.0,611.0,101.0,50.0,24.0,30.0,647.0,866.0
ecg_monitor,A,A,111.0,25.0,93.0,348.0,194.0,167.0,28.0,33.0,958.0,95.0
ecg_monitor,A,A,47.0,26.0,11.0,900.0,231.0,132.0,5.0,51.0,643.0,563.0
ecg_monitor,A,B,147.0,2.0,71.0,892.0,527.0,49.0,24.0,44.0,362.0,775.0
ecg_monitor,A,A,131.0,25.0,50.0,141.0,33.0,98.0,2.0,63.0,247.0,778.0
ecg_monitor,A,A,15.0,21.0,23.0,1023.0,480.0,93.0,26.0,29.0,998.0,302.0
ecg_monitor,A,A,18.0,9.0,37.0,663.0,76.0,153.0,24.0,75.0,1014.0,62.0
ecg_monitor,A,A,119.0,26.0,19.0,497.0,208.0,156.0,15.0,83.0,354.0,606.0
ecg_monitor,A,B,128.0,11.0,28.0,204.0,632.0,76.0,7.0,33.0,414.0,134.0
ecg_monitor,A,A,105.0,5.0,22.0,451.0,989.0,123.0,7.0,85.0,969.0,337.0
ecg_monitor,A,B,136.0,19.0,56.0,939.0,674.0,113.0,28.0,46.0,222.0,17.0
ecg_monitor,A,B,125.0,15.0,88.0,999.0,262.0,43.0,18.0,3.0,218.0,83.0
ecg_monitor,A,A,58.0,14.0,20.0,744.0,761.0,142.0,17.0,76.0,841.0,731.0
ecg_monitor,A,B,62.0,18.0,83.0,349.0,365.0,14.0,18.0,12.0,527.0,196.0
ecg_monitor,A,B,30.0,27.0,34.0,986.0,741.0,104.0,15.0,65.0,854.0,198.0
ecg_monitor,A,A,96.0,9.0,20.0,324.0,791.0,158.0,14.0,18.0,286.0,314.0
ecg_monitor,A,B,70.0,27.0,53.0,568.0,630.0,40.0,12.0,45.0,187.0,313.0
ecg_monitor,A,A,101.0,18.0,27.0,193.0,575.0,36.0,1.0,96.0,783.0,937.0
ecg_monitor,A,B,62.0,23.0,85.0,691.0,43.0,55.0,12.0,44.0,641.0,194.0
ecg_monitor,A,A,47.0,2.0,41.0,233.0,241.0,15.0,25.0,24.0,583.0,582.0
ecg_monitor,A,A,18.0,17.0,80.0,342.0,635.0,125.0,17.0,36.0,586.0,671.0
ecg_monitor,A,B,80.0,22.0,75.0,801.0,440.0,35.0,6.0,30.0,632.0,69.0
ecg_monitor,A,B,60.0,5.0,54.0,308.0,824.0,22.0,11.0,75.0,875.0,398.0
ecg_monitor,A,B,159.0,26.0,57.0,424.0,201.0,119.0,3.0,65.0,333.0,195.0
ecg_monitor,A,B,108.0,12.0,7.0,261.0,792.0,73.0,24.0,62.0,131.0,349.0
ecg_monitor,A,B,106.0,8.0,14.0,1024.0,331.0,115.0,14.0,99.0,331.0,41.0
ecg_monitor,A,B,113.0,21.0,84.0,227.0,185.0,86.0,9.0,14.0,254.0,53.0
ecg_monitor,A,A,79.0,5.0,4.0,213.0,706.0,113.0,11.0,81.0,168.0,424.0
ecg_monitor,A,B,158.0,3.0,16.0,558.0,357.0,23.0,25.0,79.0,653.0,422.0
dslr_camera,A,A,35.0,9.0,1354.0,37163.0,1052.0,34.0,6.0,1377.0,81065.0,799.0
dslr_camera,A,A,27.0,9.0,1535.0,23918.0,1109.0,30.0,8.0,1279.0,79329.0,537.0
dslr_camera,A,A,22.0,8.0,524.0,48128.0,503.0,23.0,7.0,1844.0,65137.0,624.0
dslr_camera,A,A,38.0,9.0,503.0,48608.0,962.0,43.0,14.0,525.0,55733.0,704.0
dslr_camera,A,A,31.0,12.0,1155.0,58534.0,1007.0,46.0,9.0,1291.0,16112.0,701.0
dslr_camera,A,B,22.0,11.0,1507.0,19454.0,863.0,46.0,12.0,1065.0,41574.0,825.0
dslr_camera,A,A,30.0,14.0,1778.0,92175.0,1200.0,20.0,13.0,1042.0,31482.0,881.0
dslr_camera,A,B,30.0,5.0,1962.0,23963.0,467.0,29.0,12.0,1708.0,49992.0,723.0
dslr_camera,A,B,21.0,12.0,1637.0,27308.0,935.0,46.0,7.0,847.0,77874.0,898.0
dslr_camera,A,B,29.0,3.0,986.0,74022.0,550.0,32.0,11.0,1022.0,18423.0,941.0
dslr_camera,A,B,39.0,10.0,1861.0,42050.0,808.0,31.0,12.0,995.0,29523.0,695.0
dslr_camera,A,A,44.0,11.0,781.0,84835.0,1190.0,27.0,12.0,1540.0,65562.0,586.0
dslr_camera,A,B,16.0,13.0,997.0,85424.0,1083.0,45.0,11.0,1589.0,85127.0,1154.0
dslr_camera,A,A,47.0,13.0,982.0,94798.0,473.0,22.0,13.0,1320.0,97973.0,665.0
dslr_camera,A,B,18.0,5.0,1825.0,83997.0,743.0,38.0,3.0,1905.0,33589.0,559.0
dslr_camera,A,B,33.0,8.0,1232.0,75399.0,547.0,43.0,7.0,1099.0,92513.0,991.0
dslr_camera,A,B,41.0,12.0,1135.0,39680.0,818.0,45.0,5.0,1552.0,51984.0,1155.0
dslr_camera,A,A,40.0,13.0,1120.0,50705.0,600.0,23.0,6.0,820.0,66482.0,855.0
dslr_camera,A,A,41.0,11.0,1955.0,57052.0,893.0,34.0,8.0,1011.0,36145.0,666.0
dslr_camera,A,A,33.0,8.0,1321.0,70625.0,1190.0,36.0,14.0,975.0,64828.0,866.0
dslr_camera,A,B,31.0,8.0,854.0,100658.0,460.0,43.0,8.0,1019.0,35885.0,1157.0
dslr_camera,A,B,27.0,9.0,1124.0,69938.0,846.0,34.0,4.0,540.0,68821.0,402.0
dslr_camera,A,B,34.0,6.0,1612.0,37591.0,439.0,21.0,7.0,1469.0,74067.0,1066.0
dslr_camera,A,A,48.0,9.0,570.0,70304.0,684.0,37.0,5.0,1096.0,29819.0,943.0
dslr_camera,A,A,48.0,7.0,1256.0,67476.0,1011.0,28.0,6.0,1482.0,36199.0,798.0
dslr_camera,A,A,37.0,9.0,1960.0,39868.0,572.0,30.0,13.0,1784.0,12156.0,539.0
dslr_camera,A,B,24.0,12.0,1538.0,22290.0,1032.0,45.0,12.0,1022.0,85036.0,608.0
dslr_camera,A,A,48.0,5.0,1090.0,35624.0,1057.0,42.0,9.0,1306.0,34460.0,870.0
dslr_camera,A,B,18.0,11.0,1933.0,50241.0,771.0,36.0,7.0,1892.0,26947.0,790.0
dslr_camera,A,A,40.0,11.0,960.0,18115.0,952.0,20.0,12.0,529.0,90950.0,1052.0
dslr_camera,A,B,33.0,13.0,1669.0,70942.0,608.0,19.0,4.0,644.0,71196.0,961.0
dslr_camera,A,A,48.0,7.0,1045.0,89044.0,1033.0,49.0,3.0,1932.0,46061.0,1038.0
dslr_camera,A,B,23.0,9.0,1629.0,75522.0,956.0,19.0,13.0,582.0,85107.0,852.0
dslr_camera,A,B,37.0,5.0,1683.0,79352.0,599.0,48.0,8.0,1790.0,28718.0,699.0
dslr_camera,A,A,23.0,3.0,713.0,21091.0,814.0,32.0,4.0,1875.0,67356.0,814.0
dslr_camera,A,B,25.0,8.0,1866.0,47086.0,802.0,47.0,7.0,1780.0,12940.0,967.0
dslr_camera,A,B,20.0,6.0,628.0,90979.0,1115.0,43.0,8.0,667.0,56338.0,1119.0
dslr_camera,A,A,41.0,3.0,1981.0,97463.0,871.0,17.0,11.0,1437.0,6783.0,755.0
dslr_camera,A,B,17.0,4.0,1518.0,79872.0,660.0,21.0,6.0,842.0,59833.0,619.0
dslr_camera,A,A,47.0,3.0,845.0,66339.0,758.0,19.0,7.0,921.0,83058.0,592.0
dslr_camera,A,A,38.0,10.0,1125.0,10748.0,828.0,20.0,6.0,1887.0,23233.0,1166.0
dslr_camera,A,A,21.0,3.0,547.0,86956.0,1117.0,25.0,7.0,1011.0,67224.0,643.0
dslr_camera,A,B,32.0,10.0,913.0,19300.0,923.0,38.0,3.0,1149.0,87634.0,875.0
dslr_camera,A,A,39.0,14.0,804.0,44340.0,518.0,47.0,9.0,1811.0,69498.0,672.0
dslr_camera,A,A,40.0,6.0,1256.0,66604.0,1021.0,24.0,11.0,1315.0,66652.0,476.0
dslr_camera,A,B,34.0,4.0,1445.0,82458.0,707.0,31.0,10.0,1338.0,100441.0,1074.0
dslr_camera,A,A,39.0,7.0,583.0,71410.0,579.0,40.0,10.0,1791.0,12127.0,786.0
dslr_camera,A,A,28.0,7.0,886.0,86341.0,764.0,35.0,4.0,1334.0,67192.0,499.0
dslr_camera,A,B,28.0,6.0,1329.0,14041.0,1186.0,29.0,13.0,552.0,78469.0,1120.0
dslr_camera,A,B,31.0,7.0,1434.0,35743.0,597.0,47.0,10.0,1248.0,50532.0,1036.0
convertible,A,B,25.0,5.1,7.0,76.0,16.0,18.0,4.5,10.0,75.0,18.0
convertible,A,A,14.0,5.0,7.0,83.0,20.0,21.0,5.3,12.0,79.0,17.0
convertible,A,A,24.0,4.0,12.0,81.0,17.0,19.0,7.6,10.0,82.0,21.0
convertible,A,A,14.0,6.6,9.0,72.0,16.0,21.0,7.7,7.0,80.0,16.0
convertible,A,B,28.0,7.5,7.0,81.0,22.0,19.0,7.5,5.0,74.0,16.0
convertible,A,B,27.0,7.0,7.0,80.0,20.0,21.0,5.7,9.0,78.0,18.0
convertible,A,A,17.0,4.7,9.0,82.0,17.0,22.0,5.6,6.0,71.0,15.0
convertible,A,A,25.0,4.5,7.0,78.0,17.0,22.0,5.9,7.0,80.0,21.0
convertible,A,B,29.0,5.3,10.0,79.0,21.0,11.0,5.2,8.0,71.0,16.0
convertible,A,B,26.0,4.4,9.0,74.0,20.0,18.0,5.1,8.0,74.0,24.0
convertible,A,A,19.0,4.5,10.0,72.0,22.0,26.0,7.7,9.0,81.0,23.0
convertible,A,A,26.0,6.4,11.0,81.0,19.0,17.0,7.4,11.0,76.0,24.0
convertible,A,A,26.0,6.8,7.0,74.0,18.0,24.0,5.9,7.0,72.0,23.0
convertible,A,A,14.0,4.7,9.0,71.0,19.0,14.0,7.4,9.0,77.0,20.0
convertible,A,A,10.0,7.4,12.0,70.0,21.0,26.0,7.4,12.0,84.0,24.0
convertible,A,B,13.0,8.0,12.0,80.0,24.0,15.0,5.7,6.0,77.0,25.0
